,ngram,ngram_index
1138,tunics peasant blouses,11588
1139,peasant blouses much,7669
1140,blouses much highly,948
1141,much highly recommend,6830
1142,comfortable easy wear,1762
1143,easy wear lots,2823
1144,wear lots styles,12178
1145,first pair mcguire,3499
1146,pair mcguire jeans,7516
1147,mcguire jeans like,6629
1148,jeans like fabric,5102
1149,like fabric fit,5587
1150,fabric fit thank,3175
1151,fit thank goodness,3627
1152,thank goodness petite,10894
1153,goodness petite sizing,4261
1154,petite sizing fit,7853
1155,sizing fit right,9805
1156,fit right hips,3613
1157,right hips gap,8821
1158,hips gap waistband,4730
1159,gap waistband body,4023
1160,waistband body fits,11928
1161,body fits thigh,974
1162,fits thigh hips,3703
1163,thigh hips pretty,10929
1164,hips pretty slim,4738
1165,pretty slim way,8161
1166,slim way nice,9949
1167,way nice stretch,12104
1168,nice stretch course,7053
1169,stretch course proof,10464
1170,course proof wearing,2043
1171,proof wearing times,8253
1172,wearing times washing,12272
1173,times washing update,11173
1174,washing update review,12061
1175,update review like,11727
1176,review like much,8746
1177,love dress feminine,6194
1178,dress feminine lovely,2576
1179,feminine lovely makes,3414
1180,lovely makes feel,6355
1181,makes feel beautiful,6472
1182,feel beautiful fabric,3333
1183,beautiful fabric flow,646
1184,fabric flow construction,3177
1185,flow construction dress,3840
1186,construction dress stunning,1937
1187,dress stunning flattering,2694
1188,stunning flattering lbsbought,10516
1189,flattering lbsbought xs,3787
1190,lbsbought xs fit,5391
1191,xs fit perfectly,12866
1192,fit perfectly waist,3606
1193,perfectly waist bit,7781
1194,waist bit snug,11887
1195,bit snug large,854
1196,snug large bust,10103
1197,large bust area,5270
1198,bust area however,1236
1199,area however large,359
1200,however large nothing,4863
1201,large nothing accentuate,5294
1202,nothing accentuate waist,7126
1203,accentuate waist changed,39
1204,waist changed whole,11888
1205,changed whole look,1455
1206,whole look dress,12476
1207,look dress cannot,5935
1208,dress cannot wait,2538
1209,wait wear dress,11948
1210,wear dress long,12155
1211,dress long needs,2622
1212,long needs altered,5883
1213,needs altered itll,6969
1214,altered itll worth,221
1215,saw colorblock horizon,9026
1216,colorblock horizon dress,1680
1217,horizon dress local,4825
1218,dress local store,2621
1219,local store sadly,5857
1220,store sadly longer,10426
1221,sadly longer carries,8966
1222,longer carries petites,5909
1223,carries petites redblack,1394
1224,petites redblack color,7870
1225,redblack color combination,8597
1226,color combination loved,1615
1227,combination loved colorsblocking,1740
1228,loved colorsblocking fabric,6323
1229,colorsblocking fabric length,1729
1230,fabric length ordering,3192
1231,length ordering petite,5482
1232,ordering petite sizes,7445
1233,petite sizes online,7851
1234,sizes online xsp,9794
1235,online xsp greenblack,7321
1236,xsp greenblack although,12903
1237,greenblack although would,4483
1238,although would normally,237
1239,would normally colorwise,12778
1240,normally colorwise love,7098
1241,colorwise love dress,1735
1242,love dress xsp,6207
1243,dress xsp one,2727
1244,xsp one fits,12904
1245,one fits dress,7211
1246,fits dress runs,3662
1247,dress runs large,2668
1248,runs large smaller,8941
1249,large smaller frame,5304
1250,smaller frame sp,10069
1251,frame sp looked,3921
1252,sp looked shapeless,10255
1253,looked shapeless unattractive,6021
1254,shapeless unattractive perfect,9270
1255,unattractive perfect length,11653
1256,perfect length attractive,7714
1257,length attractive vneck,5458
1258,tank easy piece,10824
1259,easy piece add,2819
1260,piece add summer,7938
1261,add summer wardrobe,71
1262,summer wardrobe amazingly,10618
1263,wardrobe amazingly affordable,12000
1264,amazingly affordable think,265
1265,affordable think material,113
1266,think material think,10978
1267,material think like,6580
1268,think like previous,10975
1269,like previous reviewer,5637
1270,previous reviewer chose,8170
1271,reviewer chose petite,8748
1272,chose petite size,1509
1273,petite size sits,7849
1274,size sits well,9723
1275,sits well chest,9596
1276,well chest great,12345
1277,chest great length,1476
1278,great length long,4424
1279,length long still,5475
1280,long still able,5893
1281,still able front,10360
1282,able front tuck,2
1283,front tuck bought,3972
1284,tuck bought two,11564
1285,bought two colors,1119
1286,two colors interested,11605
1287,colors interested rest,1702
1288,hesitant buy glad,4648
1289,buy glad beautiful,1302
1290,glad beautiful poncho,4138
1291,beautiful poncho petite,664
1292,poncho petite usually,8068
1293,petite usually ponchos,7862
1294,usually ponchos overwhelm,11788
1295,ponchos overwhelm fits,8071
1296,overwhelm fits right,7490
1297,fits right extremely,3699
1298,right extremely soft,8816
1299,extremely soft itchy,3133
1300,soft itchy color,10148
1301,itchy color along,5015
1302,color along bottom,1602
1303,along bottom poncho,152
1304,bottom poncho actually,1049
1305,poncho actually bright,8065
1306,actually bright pink,56
1307,bright pink color,1183
1308,pink color looks,7969
1309,color looks little,1641
1310,looks little red,6087
1311,little red photo,5804
1312,red photo still,8591
1313,photo still happy,7889
1314,still happy wonderful,10375
1315,happy wonderful addition,4554
1316,wonderful addition fallwinter,12557
1317,addition fallwinter wardrobe,83
1318,fallwinter wardrobe great,3290
1319,wardrobe great product,12005
1320,tank super amazing,10833
1321,super amazing versatile,10636
1322,amazing versatile wore,262
1323,versatile wore work,11844
1324,wore work dress,12601
1325,work dress pants,12614
1326,dress pants flats,2646
1327,pants flats wore,7566
1328,flats wore dinner,3754
1329,wore dinner jeans,12582
1330,dinner jeans heels,2451
1331,jeans heels bit,5097
1332,heels bit comfort,4597
1333,bit comfort zone,818
1334,comfort zone since,1752
1335,zone since swing,12980
1336,since swing tank,9583
1337,swing tank love,10767
1338,tank love color,10828
1339,love color cut,6176
1340,color cut perfect,1616
1341,cut perfect professional,2152
1342,perfect professional life,7734
1343,professional life going,8248
1344,life going town,5514
1345,going town choose,4220
1346,town choose petite,11400
1347,choose petite due,1505
1348,petite due long,7821
1349,due long armholes,2781
1350,long armholes even,5860
1351,armholes even though,384
1352,even though long,2989
1353,though long torso,11019
1354,long torso body,5898
1355,torso body size,11385
1356,quality fantastic feel,8383
1357,fantastic feel like,3302
1358,feel like would,3356
1359,like would barely,5687
1360,would barely made,12720
1361,barely made way,602
1362,made way around,6434
1363,way around one,12075
1364,around one leg,424
1365,one leg pant,7223
1366,leg pant way,5423
1367,pant way small,7550
1368,way small terms,12115
1369,small terms sizing,10045
1370,terms sizing style,10882
1371,sizing style fit,9816
1372,style fit anyone,10537
1373,fit anyone lot,3520
1374,anyone lot fabric,308
1375,lot fabric legs,6142
1376,fabric legs nice,3191
1377,legs nice pant,5449
1378,nice pant girl,7040
1379,dress comfortable fit,2548
1380,comfortable fit flattering,1765
1381,fit flattering really,3550
1382,flattering really like,3798
1383,really like colors,8506
1384,like colors design,5570
1385,colors design con,1692
1386,design con lined,2356
1387,beautiful dress appears,643
1388,dress appears wellmade,2526
1389,appears wellmade unfortunately,342
1390,wellmade unfortunately able,12405
1391,unfortunately able get,11683
1392,able get inch,4
1393,get inch gap,4067
1394,inch gap zipper,4953
1395,gap zipper chest,4024
1396,zipper chest area,12974
1397,chest area first,1469
1398,area first time,355
1399,first time ive,3512
1400,time ive ever,11154
1401,ive ever sent,5032
1402,ever sent something,3014
1403,sent something back,9202
1404,something back retailer,10217
1405,back retailer fitting,552
1406,purchased red love,8319
1407,red love love,8588
1408,love love goes,6242
1409,love goes anything,6222
1410,goes anything work,4195
1411,anything work pants,320
1412,work pants jean,12636
1413,pants jean shorts,7570
1414,jean shorts ruffle,5080
1415,shorts ruffle details,9425
1416,ruffle details add,8895
1417,details add little,2399
1418,add little extra,69
1419,little extra makes,5771
1420,extra makes perfect,3120
1421,makes perfect paired,6485
1422,perfect paired gray,7733
1423,paired gray chinos,7528
1424,gray chinos couple,4356
1425,chinos couple days,1500
1426,couple days ago,2037
1427,days ago made,2254
1428,ago made lovely,127
1429,made lovely outfit,6422
1430,lovely outfit fits,6356
1431,outfit fits tts,7464
1432,fits tts wear,3708
1433,tts wear xs,11562
1434,wear xs purchased,12246
1435,previous reviews top,8175
1436,reviews top worn,8789
1437,top worn many,11356
1438,worn many ways,12684
1439,many ways could,6519
1440,ways could even,12122
1441,could even used,2000
1442,even used pretty,2999
1443,used pretty bathing,11749
1444,pretty bathing suit,8130
1445,bathing suit coverup,619
1446,suit coverup like,10592
1447,coverup like cropped,2057
1448,like cropped cotton,5574
1449,cropped cotton spandex,2091
1450,cotton spandex leggings,1984
1451,spandex leggings many,10258
1452,leggings many solid,5436
1453,many solid colors,6514
1454,solid colors plan,10201
1455,colors plan wear,1713
1456,plan wear unbuttoned,8007
1457,wear unbuttoned classic,12228
1458,unbuttoned classic style,11657
1459,classic style spandex,1531
1460,style spandex tanks,10565
1461,spandex tanks various,10259
1462,tanks various colors,10841
1463,various colors prints,11825
1464,colors prints complete,1714
1465,prints complete look,8215
1466,complete look says,1865
1467,look says summer,5982
1468,says summer feels,9070
1469,summer feels cool,10603
1470,feels cool comfy,3379
1471,cool comfy warm,1948
1472,comfy warm weather,1833
1473,warm weather even,12022
1474,weather even hubby,12277
1475,even hubby loves,2973
1476,hubby loves look,4887
1477,loves look bought,6363
1478,look bought usual,5929
1479,bought usual size,1121
1480,usual size small,11766
1481,really pretty top,8520
1482,pretty top wish,8166
1483,top wish little,11354
1484,wish little thicker,12519
1485,little thicker seethrough,5825
1486,thicker seethrough tees,10924
1487,seethrough tees ive,9185
1488,tees ive seen,10868
1489,hesitated buy skirt,4651
1490,buy skirt even,1308
1491,skirt even though,9850
1492,even though love,2990
1493,though love first,11020
1494,first sight afraid,3506
1495,sight afraid would,9539
1496,afraid would heavy,116
1497,would heavy add,12745
1498,heavy add weight,4579
1499,add weight happy,74
1500,weight happy ordered,12320
1501,happy ordered one,4546
1502,ordered one shall,7386
1503,one shall closet,7247
1504,shall closet staple,9237
1505,closet staple love,1565
1506,staple love skirts,10321
1507,love skirts blessed,6289
1508,skirts blessed live,9883
1509,blessed live mild,924
1510,live mild climate,5844
1511,mild climate california,6723
1512,climate california wear,1541
1513,california wear year,1323
1514,wear year long,12248
1515,year long right,12925
1516,long right pair,5886
1517,right pair slim,8831
1518,pair slim turtleneck,7521
1519,slim turtleneck tucked,9948
1520,turtleneck tucked high,11598
1521,tucked high heel,11566
1522,high heel boots,4671
1523,heel boots heels,4592
1524,boots heels later,1022
1525,heels later pair,4599
1526,later pair crisp,5345
1527,pair crisp white,7509
1528,crisp white button,2087
1529,white button tide,12449
1530,button tide waist,1283
1531,tide waist strappy,11086
1532,waist strappy sandals,11922
1533,strappy sandals tank,10454
1534,sandals tank top,9023
1535,tank top sandals,10834
1536,top sandals goes,11330
1537,bought top months,1118
1538,top months pregnant,11303
1539,months pregnant wore,6789
1540,pregnant wore rest,8119
1541,wore rest pregnancy,12593
1542,rest pregnancy lbs,8666
1543,pregnancy lbs got,8109
1544,lbs got way,5377
1545,got way chest,4337
